0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.049922,0,0.051763,0,0.19826,0,0,0.082232,-0.036217,0.045275,0,-0.0066382,-0.28154,0,0,0.017246,0,0,0,0,0,0,0,0.051661,0,0,0,0,0,0.020479,0,0,0,0,0,0,0,0,0,0.069568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021096,0,-0.07966,-0.034311,0,0,0,0,0,-0.13669,-0.040926,0,0,-0.16694,0,0,0,0,0,-0.08332,-0.082274,0,0,0,0,0,-0.023298,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027614,0,-0.09073,-0.04828,0,0,0,0,0,-0.15562,-0.049509,0,0,-0.18999,0,0,0,0,0,-0.099889,-0.093688,0,-0.019673,0,0,0,-0.030674,0
0,0,0,0,0.21379,0,0.3629,0,0.0015911,0.068069,0,0,0,0.059756,0,0,-0.077966,0,0,0.094252,0,0,0,0,0,0,0,0.20182,0,0.0187,0,0,0.024408,0.00054554,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.056966,0,0.020271,0,0.0092417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011612,0,0,0,0,0.034294,0.0051644,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.017749,0,0,0,-0.062986,0,0,0,0,0,-0.165,0,0,-0.0019689,0.063372,0,0,0,0,0,0,-0.015731,0,0,0,0,0,0,0,0,-0.022435,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.016962,0,0,0,-0.062496,0,0,0,0,0,-0.16456,0,0,-0.0015196,0.063061,0,0,0,0,0,0,-0.015479,0,0,0,0,0,0,0,0,-0.022211,0,0,0,0,0,0,0,0,0,0,0
