0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0024223,0,0,0,0,0,0.01493,0,0,0,0,0.0082536,0,0,0,0,0,0.019166,0,0.024985,0,0,0,0.018922,0,0,0,0,0.061652,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.13951,0,0,0,0,0,0.065495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036688,0,0.080133,0,0,-0.088317,-0.0057753,0,-0.20769,0,0,0,0,0,0,0
0,0,0,0,0,0,0.17398,0,0,0,0,0,0.076116,0,0,0,0,0,0,0,0.015389,0,0,0,0,0,0,0,0.045337,0,0.091756,0,0,-0.1005,-0.018506,0,-0.23425,0,0,0,0,0,0,0
0,0,0.036325,0,0,0,0,0,0,0,0,0,0.026464,0.045677,0,0,0,0,0,0.025444,0,0.053099,0,0,0.027821,0.045482,0,0.056915,0.032343,0,0,0.033221,0,0,-0.0041593,0,0,0,0,0,0,0,0,0
0,0,0.0094798,0,0,0,0,0,0,0,0,0,0,0.039723,0,0,0,0,0,0,0,0,0,0,0.013777,0.0035497,0,0.029349,0.016845,0,0,0.017612,0,0,-0.0093545,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
