0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.029131,0,0.11375,0,0,0,0.017732,0,0,0,0,0.031394,0,0,0,0,0,0,0.16755,-0.0013033,0,0,0,0,0.0016257,0.028994,0,0,0,0,0,0,0,0,0,-0.0094419,0,0,0,0,0
0,0,0,0.032295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091246,-0.026487,0,0,0,0,-0.046125,0,0,0,0,0,0,-0.044017,-0.046268,0,-0.16355,-0.17181,-0.40469,0,-0.11481,0,0
0,0,0,0.04023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10329,-0.034025,0,0,0,0,-0.054137,0,0,0,0,0,0,-0.052755,-0.054289,0,-0.2261,-0.18853,-0.45279,0,-0.13346,0,0
0,0,0,0,0.020686,0,0.070614,0,0,0,0,0,0.0087069,0.12501,0,0.082961,0,0,0,0,0.097829,0,-0.0070542,0,0,0,0,0,0,0,0,0,0,0,-0.013403,0,0,0,-0.013198,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064224,0,0,0,0,0,0,0,0,0,0,0,-0.0010488,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.009968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.0097711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.0096957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
