0,0,0,0,0,0,0,0.045406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.13898,0.096908,0.48179,0.056019,0.49117,0.61184,0.13265,0,0.041072,0,0,0,0,0,0,0,0,0,0,0
2.0573,2.2032,1.4962,1.0013,1.0403,1.7079,1.4777,0.90833,2.2169,1.4112,1.6644,1.559,1.5236,1.4276,0.99876,0.90989,-2.2874,1.3665,0.67553,1.5236,1.1996,1.7455
0,0.065443,0.070474,0,0.42301,0.30708,0.59254,0,0.11542,0.50172,0.14661,0,0,0,0,0,0,0,0,0,0,0
0,0.0076363,0,0,0.24336,0.32571,0.29765,0,0.11927,0.2936,0.12379,0,0,0,0,0,0,0,0,0,0,0
0.34352,0.45718,0,0,0.125,0.0056569,0.48575,0,0,0.17062,0,0.77688,0,0.29428,0.20659,0,-0.38118,0.02064,0,0,0.42043,0.32956
0.18927,0,0,0,0,0,0,0,0,0,0,0.41616,0,0.46275,0.29703,0,-0.30016,0,0.76204,0,0.60664,0.27134
0,0,0.26465,0,0,0,0,0,0.014435,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.12427,0,0,-0.024632,0,0,0,0,0,0,0,0,-0.031021,0,0,0,0
0,0,0,0,0,-0.1246,0,0,-0.033283,0,0,0,0,0,-0.0024795,0,0,-0.068827,0,0,0,0
0,0,0,0,0,-0.092869,0,0,-0.031923,0,0,0,0,0,-0.0028322,0,0,-0.044759,0,0,0,-0.008353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060719,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.021531,0,-0.082017,0,0,0,0,0,0,0,0,-0.092574,0,-0.21438,0,0,0,0
0,0,0,-0.1674,-0.22543,-0.2975,-0.61872,0,0,0,-0.15022,0,0,0,0,-0.046898,0,-0.44341,0,0,0,0
0,0,0,0,-0.027894,0,-0.12351,0,0,0,0,0,0,0,0,-0.053809,0,-0.19113,0,0,0,0
0.36536,0,0.48954,0.75279,0,0.010129,0,0,0,0.13104,0,0.15932,0,0,0,0,-0.070905,0,0,0,0,0
0,0,0,0,0,0,0,-0.09091,0,0,0.081943,0,-0.51752,-0.019089,-0.057875,-0.37982,0,-0.70153,-1.5387,-0.51752,0,0
0.62547,0,0.43496,0.28869,0,0.1782,0,0.56752,0.069687,0,0.55208,0.47825,1.2511,0.14875,0.70349,0.9718,-0.22844,0.75946,0.98301,1.2511,1.2268,1.0227
0.39075,0.067863,0,0.84442,0,0.23219,0.0073779,0.0017884,0,0.5461,0.29562,0.01714,0.08506,0.052063,0.24658,0,0,0.014257,0,0.08506,0.33606,0
0,0,0,0,-0.061596,0,0,0,0,0,-0.10043,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.018641,0,0,0,0,0,0,0,0,0,0,-0.027661,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.045815,0,0,0,0,0,0,0,0,0,0,-0.096271,0,0,0
0,0,0,0,0,0,0,-0.076582,0,0,0,0,0,0,0,0,0,0,-0.10313,0,0,0
0,0,0,0,0,0,0,-0.084107,0,0,0,0,0,0,0,0,0,0,-0.099882,0,0,0
0,0,0,0,0,0,0,-0.10138,0,0,0,0,0,0,0,0.14877,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.11099,0.1041,0,0.06832,0.21509,0,0,0.061252,0.32319,0,0.017558,0.18754,0.0064814,0.26781,0.17464,0,0.19443,0,0.18754,0.22186,0.097614
0,0,0.0009841,0,0.0032216,0.1196,0,0,0,0.23152,0,0.14232,0.32079,0.18549,0.4264,0.40007,0,0.39127,0.14438,0.32079,0.38161,0.24129
0,0.039742,0.055956,0,0.016807,0.17085,0,0,0.014049,0.26106,0,0,0.13224,0,0.21357,0.16493,0,0.18465,0,0.13224,0.1976,0.072839
0,0,0,0,0,0.094537,0,0,0,0.22282,0,0.1,0.26164,0.18596,0.37242,0.35683,0,0.33713,0.094187,0.26164,0.3173,0.18408
0.3038,0.12776,0.43213,0,0.45501,0,0.50988,0.073113,0,0,0.20026,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04736
0,0.21201,0.095578,0.14546,0.15619,0.10538,0.0033538,0.11185,0.19156,0.073358,0.00061053,0.65545,0.7128,0.64711,0.55444,0.44981,-0.27994,0.2006,0.41895,0.7128,0.70643,0.5692
0.0019427,0.041525,0.04703,0.2895,0.04632,0.17609,0,0.25452,0.11787,0.065918,0.024611,0.65998,0.79548,0.75987,0.689,0.40795,-0.26458,0.34385,0.38731,0.79548,0.74904,0.64833
0.49119,0.36258,0.11908,0.40387,0.12133,0.12826,0.0089008,0.097938,0.26912,0.078147,0.091887,0.50787,0.27496,0.43118,0.51497,0.34717,-0.46267,0.3102,0.013447,0.27496,0.60751,0.54003
0.65532,0.36831,0.26468,0.45849,0.25308,0.42712,0.24146,0.20211,0.54752,0.14476,0.26337,0.43389,0.29728,0.35422,0.43355,0.25911,-0.48148,0.37548,2.4118e-05,0.29728,0.59265,0.4895
0.69662,0.41126,0.30162,0.46201,0.25705,0.47628,0.20547,0.17985,0.54981,0.0641,0.29342,0.45916,0.25277,0.3943,0.38756,0.22918,-0.45864,0.39271,0,0.25277,0.42143,0.46055
0.011777,0.15133,0.27944,0.019061,0.2121,0.016112,9.1552e-05,0.098612,0.099716,0.0032666,0,0.38528,0.50884,0.38554,0.24389,0.23291,-0.26256,0.27419,0.42584,0.50884,0.60864,0.48925
0.13905,0.1708,0.22005,0.15155,0.23424,0.28799,0.033823,0.29586,0.12544,0.038521,0.14062,0.33867,0.40832,0.29878,0.22499,0.056085,-0.28375,0.28536,0.24026,0.40832,0.33914,0.38398
0.71673,0.44442,0.41599,0.52945,0.55397,0.52978,0.14971,0.54658,0.34455,0.056976,0.54368,0.43009,0.50502,0.56703,0.44815,0.25887,-0.4498,0.6124,0.031552,0.50502,0.18681,0.46201
