0,0,0,0,0,0,0,0,0,0,-0.0037013,0,0,0,0,0,0,-0.013044,-0.013988,0,0,0
0,0,0,0,0,0,0,0,0.0066384,0,0,0,0,0,0,0,0.0025366,0,0,0,0,0
0.032439,0.098846,0.030364,-0.07698,-0.029541,0.0022675,0,0.08667,0.085726,0.14524,0,-0.03771,0,0.013634,0.087255,0.030653,0,0.035497,-0.15123,-0.11932,-0.02457,0.012649
0,0,0,-0.00016647,-0.0014843,0,0,0,0,0.00077485,0,0,-0.0013915,0,0,0,0,0,0,-0.00076563,0,-0.001434
0,0,0,-0.0086403,-0.00097522,0,0,0.0020666,0,0,0,0,-0.0020066,0,-0.00051484,0,0,0,0,-0.0021165,0,0
0,0.019031,0,-0.071777,-0.035735,0,-0.016197,0,0.05792,0.016543,0,-0.0069722,-0.001935,0,0,4.994e-05,0,0,-0.063132,-0.050248,-0.0092517,0.0085303
0,0,0,-0.056377,-0.017993,-0.00074224,-0.012816,0,0.028487,0.016098,0,-0.0049198,-0.0022262,0,0,0,0,0,-0.054711,-0.012308,-0.0080217,0
0.0066797,0,0,0,0,0,0,0,0,0.00014835,0,0,-0.041569,0,0,0,0,0,0,-0.010074,0,0
0,0.0012551,0,0,-0.0057018,-0.00010524,-0.0087467,-0.00039423,0.0054048,0.0089019,-0.0040945,0,0,-0.0036335,0,0,0,0.0031374,-0.031524,-0.0051701,0,0
0,0.0012357,0,0,-0.0052778,-8.4804e-05,-0.0085633,-0.00037759,0.0053672,0.0091078,-0.0040825,0,0,-0.0036014,0,0,0,0.0046374,-0.032403,-0.0049177,0,0
0,0.0012373,0,0,-0.0044942,-7.6036e-05,-0.0084298,-0.00041887,0.0053908,0.0098002,-0.0040789,0,0,-0.003575,0,0,0,0.0089776,-0.034556,-0.0045391,0,0
0,0.0011087,0,0,-0.0043075,-0.00017895,-0.0087808,-0.00056915,0.005496,0.010743,-0.003976,0,0,-0.003659,0,0,0,0.014833,-0.035948,-0.0043428,0,0
0,0.0013016,0,0,-0.0038333,-0.0001941,-0.009168,-0.00052252,0.0056446,0.010603,-0.004229,0,0,-0.0035884,0,0,0,0.015052,-0.036647,-0.0046038,0,0
-0.018938,0,0,-0.020668,-0.005049,-0.0078359,-0.0014386,0,0.017704,0,0,0,0,0,0,0,0,0,-0.041178,-0.025794,-0.011353,0.015139
-0.02051,0,0,-0.022888,-0.0059492,-0.011871,-0.0017371,0,0.021167,0.0012567,0,0,0,0,0,0,0,0,-0.046942,-0.026981,-0.012478,0.011882
-0.018764,0,0,-0.020794,-0.0050459,-0.0066056,-0.0013928,0,0.017714,0,0,0,0,0,0,0,0,0,-0.041581,-0.025968,-0.01105,0.014268
0,0.0025681,-0.0055564,0,-0.01095,0,-0.0018066,0,0.0095966,0,-0.00050084,0,-0.0043932,-0.0031456,0,-0.00098929,0,0,-0.059161,-0.0050825,0,0
0,0,0,-0.0056722,0,0,0,0,0,0,0,0,0,0,0.0016285,0,0,0,-0.0026023,0,0,0
0,0.013885,0,-0.0060538,-0.0096134,0,0,0,0.031906,0.014153,-0.00066208,-0.0018139,-0.0022545,0,0.028007,0.011737,0.00027526,0,-0.056936,-0.04333,-0.015532,0
0,0.064046,0,-0.014701,-0.021033,0,0,0.073325,0.0087369,0.0082918,0,-0.009289,0,0,0,0.013545,0,0.043735,-0.045706,-0.045261,-0.013741,0
0,0,0,0,0,0,0,0,0,0,0.0079016,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.012854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.012038,0,-0.0037282,0,0,0.0030277,0,-0.021993,0,0,0,0,0,0,-0.018647,-0.057095,0,0
0,0,0,-0.0098658,-0.020764,0,0,0,0,0,0,-0.021099,0,0,0,0,0,0,0,0,0,0
