1
1
1
1
0.98199
1
1
1
0.95269
0.95269
1
1
1
1
1
0.76717
0.80282
0.95269
0.95269
1
1
1
0.41041
0.47202
0.76717
0.80282
0.95269
1
1
0.26531
0.26531
0.41041
0.47202
0.76717
0.95269
1
0.26531
0.26531
0.26531
0.26531
0.41041
0.76717
1
1
1
1
1
1
0.92445
1
0.95269
0.95269
1
1
1
1
1
0.95269
0.95269
0.95269
0.95269
1
1
1
0.91527
0.91527
0.95269
0.95269
0.95269
1
1
0.44201
0.73345
0.91527
0.91527
0.95269
0.95269
1
0.44201
0.44201
0.44201
0.73345
0.91527
0.95269
1
1
1
1
0.98199
1
1
1
0.95269
0.95269
1
1
1
1
1
0.76717
0.80282
0.95269
0.95269
1
1
1
0.41041
0.47202
0.76717
0.80282
0.95269
1
1
0.26531
0.26531
0.41041
0.47202
0.76717
0.95269
1
0.26531
0.26531
0.26531
0.26531
0.41041
0.76717
1
1
1
1
1
1
0.92357
1
0.95269
0.95269
1
1
1
1
1
0.95269
0.95269
0.95269
0.95269
1
1
1
0.91527
0.91527
0.95269
0.95269
0.95269
1
1
0.44201
0.73345
0.91527
0.91527
0.95269
0.95269
1
0.44201
0.44201
0.44201
0.73345
0.91527
0.95269
